org_id,assessment,org_name,org_address,org_address2,org_city,org_state,org_zip,boro_id,org_phone,org_fax,org_website,org_email,org_boundary,org_neighborhood,org_year,org_realestate,org_blocks,org_businesses
67,"$320,000.00",Westchester Square,25 Westchester Square,2nd Floor,Bronx,NY,10461,Bronx,718 597-4629,,www.wsbid.org,lisasorin@wsbid.org,"Properties on both sides of East Tremont Avenue from Montgomery Place to the corner of Westchester Avenue and Seabury Avenue, and Williamsbridge Road from Westchester Avenue to Eastchester Road, and including properties in the triangular blocks in the middle of the District along East Tremont Avenue and Williamsburg Road.",Westchester Square,2012,"The Westchester Square Business Improvement District  - the Gateway To The Northeast Bronx  isnt just another BID in a busy shopping district.  Its the ribbon that will tie together the economic expansion of a region that is growing by leaps and bounds with billions of dollars in investment.  Located directly adjacent to the bustling Hutchinson-Metro Center office complex, the area is also home to many thriving local businesses as well as several large institutional anchors.",19,150
29,"$1,005,793.00",125th Street,360 West 125th Street,Suite 11,New York,NY,10027,Manhattan,2126628999,2126785136,www.125thstreet.nyc,bid125thst@aol.com,125th Street from Fifth Avenue to Morningside Avenue,Harlem,January 1994,"125th Street is a high traffic shopping area offering a wide variety of services and retail businesses. Its history includes cultural giants such as Duke Ellington, Bill 'Bojangles' Robinson, Ella Fitzgerald, Billie Holiday, Joe Louis, Jackie Robinson and others. The District boasts such constituents as the Studio Museum in Harlem, the National Black Theater, the Apollo Theater, Harlem USA, and the Adam Clayton Powell State Office Building. 125th Street is experiencing a second renaissance.  Large and small businesses and people of all colors are sharing in its success.  There is an array of  trendy restaurants, bookstores, apparel, banks, schools and churches.",22,197
35,"$75,000.00",180th Street,90-50 Parsons Boulevard,Suite 209,Jamaica,NY,11432,Queens,7182985489,7186587922,www.180thstreetbid.com,mall165@hotmail.com,180th Street from Liberty Avenue to Brinkerhoff Avenue (110th Avenue),Jamaica,July 1996,"180th Street is an industrial BID,  focused on the marketing of tax benefits and incentives for which businesses operating or moving into the area are eligible. Some of these benefits include the Empire Zone Benefits which are comprised of wage tax credits, investment tax credits, employment incentive credits, and Zone capital credits. The BID holds seminars educating the businesses about these programs. In addition, the BID works with the Queens Borough President's Office and the Greater Jamaica Development Corporation in placing businesses in the District and marketing vacancies.",26,27
15,"$12,709,372.00",Grand Central Partnership,The Chanin Building,"122 East 42nd Street, Suite 601",New York,NY,10168,Manhattan,2128832420,2126614384,www.grandcentralpartnership.nyc,info@gcpbid.org,"Area generally bounded by 35th Street to the south, 54th Street to the north, 2nd Avenue to the east and 5th Avenue to the west",Midtown,July 1988,"Under the guidance of the Grand Central Partnership, an extraordinary urban makeover has been accomplished in the Grand Central neighborhood. A reborn neighborhood aesthetic and cleaner, safer streets have spurred private investment and driven pedestrian traffic to the area. Today, the Grand Central neighborhood is among the City's most vibrant hubs - a bustling center of commercial activity by day, a destination for fun by night.",242,826
12,"$350,000.00",Columbus - Amsterdam,991 Amsterdam Avenue,,New York,NY,10025,Manhattan,2126669774,2122807730,www.columbusamsterdambid.org,info@columbusamsterdambid.org,Columbus Avenue and Amsterdam Avenue between West 96th and West 110th Streets,Manhattan Valley,July 1987,"The Columbus-Amsterdam BID is a historic 100 year old immigrant, working family neighborhood of churches, institutions, and low rise apartments and buildings with small retail shops and a variety of tasty restaurants. Part of Bloomingdale Village dating back to the Dutch presence, this area is bounded by three major Olmsted designed parks; it is also home to well-designed and maintained playgrounds and community gardens, made good use of by the substantial youth and elderly populations. Capitalizing on this 'green' presence, the BID's involvement in tree planting and care has transformed the pedestrians' experience of the Avenues (Columbus and Amsterdam) and softened the impact of the two major commercial roadways through the neighborhood. Though subject to strong gentrification pressures and in transition, the area's diverse population includes elderly Irish and Puerto Ricans, a strong Dominican population, and a newer Mexican and South and Central American presence - an ethnic mix en",44,188
55,"$427,000.00",Bay Ridge 5th Avenue,480B 80 Street,,Brooklyn,NY,11209,Brooklyn,7182388181,7189213020,www.bayridgebid.com,azenteno@bayridgebid.com,5th Avenue from 65th Street to 85th Street,Bay Ridge,June 2006,"The constant bustling of people seeking that certain special gift, searching for nutritional food values, craving a certain cuisine, or looking for house wares, Fifth Avenue meets the criteria . . . and then some! The 20 block area is a vibrant retail strip made up of a broad mix of stores including food, apparel, professional services and banking establishments.",40,330
16,"$450,927.00",HUB/3rd Avenue,384 East 149th Street,Room 400,Bronx,NY,10455,Bronx,7186653983,7184011901,www.shopthehub.com,mbrady@thirdavenuebid.org,Third Avenue from East 148th Street to East 153rd Street; Elton Avenue from Third Avenue to 153rd Street; Willis Avenue from Third Avenue to 148th Street; 149th Street from Third Avenue to Bergen Avenue,South Bronx,July 1988,"The HUB shopping District is a vibrant and eclectic district which is home to more than 343 businesses including furniture, electronics,  printing, medical, real estate, and clothing establishments.  Major retailers include Auto Zone, Conway's, Jennifer Convertibles, Modells, and the Furniture King Department stores.  Banks in the 'HUB ' district include Banco Popular, Emigrant Savings, JP Morgan Chase, Citibank, Fleet Boston, and New York National Bank. The HUB fulfills all of your shopping needs in the heart of the Bronx.",18,113
24,"$746,748.00",Lower East Side,54 Orchard Street,,New York,NY,10002,Manhattan,2122269010,2122268161,www.lowereastside.org,tlaughlin@lowereastsideny.com,"Orchard Street and east side of Allen Street from Canal to Houston Street; Delancey Street from Allen Street to Norfolk Street; Essex Street from Rivington Street to Delancey Street; Grand Street from Forsyth Street to Ludlow Street; Houston Street, Stanton Street, Rivington Street and Hester Street from Allen Street to Ludlow Street",Lower East Side,January 1993,"Established in 1993, the Lower East Side Business Improvement District (LESBID) is a nonprofit economic development organization created to revitalize the Orchard Street Shopping District while preserving its unique and diverse character. The LESBID is a community of over 450 merchants and property owners managed by a Board of Directors and consisting of local merchants, property owners, residents and elected officials. The LESBID promotes local businesses, hosts events and provides community beautification services. The Lower East Side District Management Association, Inc. manages the Lower East Side Business Improvement District (LESBID) serving selected parts of the Lower East Side below Houston Street and above Canal Street.",72,413
66,"$1,300,000.00",Chinatown Partnership,217 Park Row,"2/Floor, Suite #9",New York,NY,10038,Manhattan,2123469288,2123460698,www.chinatownpartnership.org,wellington@chinatownpartnership.org,"Generally, the BID district includes properties in an area bounded by Broome Street to the north, Broadway to the west, Allen Street to the east, and Worth and Madison Streets to the south.",Chinatown,2012,"Manhattan's Chinatown is one of the New York City's oldest neighborhoods and one of the largest Chinatown in the United States. Chinatown is both a tourist attraction and the home of a great number of Chinese people. Chinatown offers visitors and residents alike hundreds of restaurants, jewelry stores, fruit and fish markets, shops of knickknacks and souvenirs on overcrowed streets. The BID district contains over 6,000 businesses including 746 retailers.",244,746
68,"$550,000.00",SoHo Broadway,594 Broadway,Suite 312,New York,NY,10012,Manhattan,2123901131,,www.sohobid.org,info@sohobid.org,"Broadway, from Houston Street to Canal Street",SoHo,2013,"The District, located within the SoHo neighborhood, generally contains five- to twelve-story loft buildings, many with upper floor commercial uses ranging from small service-oriented firms to art galleries to large companies. Many loft buildings have upper floors that were converted to Joint-Live-Work-Quarters-for-Artists, while new developments have introduced residential condominium units to the District.  Ground floor retail establishments occupy most of the Districts properties and consist of prominent national and internation retail establishments. The SoHo Bid still maintains the essence of its early industrial history, and its reputation as a creative center, even as it continues to evolve into one of the Citys most attractive and popular residential neighborhoods and shopping destinations, as well as attracting a wide range of creative professionals seeking office space in commercial loft buildings.",12,130
9,"$517,422.00",Washington Heights,560 West 181st Street,2nd Floor,New York,NY,10033,Manhattan,2129283400,2129283646,www.whbid181.org,aramirezwhbid@gmail.com,West 181st Street from Fort Washington Avenue to Amsterdam Avenue; Broadway from 182nd Street to 179th Street and St. Nicholas Avenue from 179th Street to 183rd Street,Washington Heights,July 1986,"Washington Heights - Pride of the Heights' is a diverse blend of business, community and architecture.  Located in upper Manhattan, it was the best kept secret in New York until recently.  181st Street is filled with retail shops selling a vast array of  products and services. It is a very heavily populated area comprised of varied cultures and ethnicities, which add to the appeal of the neighborhood. The 178th Street entrance to the George Washington Bridge makes  Washington Heights the hub of commercial activity in northern Manhattan. Businesses in the area include financial services, apparel stores for men, women and children, retail gift shops, pharmacies, electronics, auto supplies, and much, much more.",27,245
2,"$230,000.00",165th Street Mall,90-50 Parsons Boulevard,Suite 209,Jamaica,NY,11432,Queens,7182985489,7186587922,www.165thstreetmall.com,mall165@hotmail.com,165th Street from 89th Avenue to Jamaica Avenue,Downtown Jamaica,July 1978,"Located in the heart of Downtown Jamaica, the pedestrian mall draws customers from the bus terminal and the many public facilities in the immediate area.  The district also attracts local residents, as well as those who work in the area.  The mall consists of small to medium-sized discount retail stores selling merchandise ranging from clothing to furniture.  The Coliseum, a popular flea market operation specializing in jewelry, is the largest retailer in the district.",8,168
52,"$835,000.00",DUMBO Improvement District,20 Jay Street,Suite 510,Brooklyn,NY,11201,Brooklyn,7182378700,7182377797,www.dumbo.is,alexandria@dumbonyc.org,"Area generally bounded by the Brooklyn East River waterfront to the north, Gold Street to the east, York Street to the south and Old Fulton Street to the west",DUMBO,December 2005,"DUMBO is today a creative capital for commerce and culture and an ever-increasing residential neighborhood. Its thousands of commercial tenants, residents, artists and retailers  and millions of local, national and international tourists -- marvel at its stunning views of Manhattan, beautiful parkland, historic Belgian block streets, intriguing open spaces and creative reuse of architecturally significant warehouse buildings.",98,98
61,"$440,000.00",Belmont,"P.O. Box 580-203, Mt. Carmel Station 10458",,Bronx,NY,10458,Bronx,9149802752,,www.bronxlittleitaly.com,PMarino@bronxlittleitaly.com,"East Fordham Road to the north, Lorillard Place to the west, East 183rd Street to the south and Southern Boulevard to the east",Belmont,December 2008,"The district is located in the area generally known as Little Italy in the Bronx. The BID extends from East Fordham Road to East 183rd Street along Arthur Avenue and also includes East Fordham Rd. and E. 187th Street from Lorillard Place to Southern Boulevard.  The district is comprised of more than 260 properties, most of which are mixed-use buildings consisting of commercial use on the ground floor and residential units above.",74,320
72,"$1,700,000.00",Meatpacking District,32 Gansevoort St.,5th Floor,New York,NY,10014,Manhattan,2126330185,,www.meatpacking-district.com,hello@meatpacking-district.com,"17th Street to the north, Horatio Street to the south; 8th Avenue to the East, and 10th/11th Street to the West.",Meatpacking District,2015,,93,0
69,"$1,300,000.00",Hudson Yards/Hell's Kitchen Alliance,225 West 34th Street,Suite 1402,New York,NY,10036,Manhattan,2122391619,,www.hudsonyardshellskitchenalliance.org,rjbenfatto@hyhkalliance.org,"Area broadly bounded by West 42nd Street to the north, 11th Avenue to the west, West 30th",,,,,
43,"$329,000.00",Kingsbridge,3109 Kingsbridge Avenue,,Bronx,NY,10463,Bronx,7184326935,7184326937,www.kingsbridgebid.nyc,kingsbridgebid@gmail.com,Broadway from West 230th Street to West 236th Street; West 231st Street from the Major Deegan Expressway to Corlear Avenue,Kingsbridge,October 2001,"Kingsbridge is the second oldest commercial center in the northwest Bronx, serving not only the local residential neighborhoods surrounding it -- Kingsbridge, Kingsbridge Heights, Marble Hill, Riverdale, and Fieldston -- but the larger northwest Bronx and lower Westchester County as well. There are approximately 200 businesses in the Kingsbridge BID ranging from retail stores, personal and professional services, and restaurants. With a mix of locally owned and national chains Kingsbridge is an ideal area to visit for all of your shopping needs.",26,183
65,"$315,000.00",Atlantic Avenue,338 Atlantic Avenue,Suite 203,Brooklyn,NY,11201,Brooklyn,7187344219,,www.atlanticavebid.org,snordmann@atlanticavebid.org,Atlantic Avenue generally bounded by the Brooklyn-Queens Expressway to west and 4th Avenue to east,"Brooklyn Heights, Boerum Hill, Cobble Hill",2011,"Representing over 300 businesses in Brooklyn's vibrant Brooklyn Heights, Boerum Hill, and Cobble Hill neighborhoods, the Atlantic Avenue Business Improvement District is dedicated to promoting the Avenue's long-term economic development thereby creating a thriving boulevard that attracts both residents and visitors to its vast array of services, shops, dining, while preserving the Avenue's rich history and diverse character.",55,400
34,"$1,757,000.00",Madison Avenue,59 East 79th Street,Lower Level,New York,NY,10021,Manhattan,2128612055,2128617838,www.madisonavenuebid.org,information@madisonavenuebid.org,Madison Avenue from 57th Street to 86th Street,Upper East Side,April 1996,"Madison Avenue, on the Upper East Side of Manhattan, is one of the world's premier luxury districts.  Madison Avenue features the flagship boutiques of the finest European, Asian and American designers, over one hundred world class art galleries, exquisite four star restaurants, dozens of spas and salons for exclusive pampering, six internationally renowned hotels, and the Whitney Museum of American Art.  Madison Avenue exhibits timeless elegance with a contemporary flavor that is distinctively New York. This boulevard of understated charm is sure to entice your senses with indulgences from all corners of the globe.",164,605
6,"$226,460.00",Grand Street,246 Graham Avenue,,Brooklyn,NY,11206-1204,Brooklyn,7182188836,7182188834,www.grandstreetbk.org,info@grandstreetbk.org,Grand Street from Bushwick Avenue to Union Avenue,East Williamsburg,July 1985,"East Williamsburg is a culturally mixed community, comprised of many ethnic backgrounds such as Latinos, African-Americans, Italians, Polish, and Asians and a growing hipster community and Grand Street takes care of them all.  The six block corridor  between Union and Bushwick Avenues is surrounded by over 35,000 residents and the East Williamsburg Industrial Park.  All are invited to discover Williamsburgs Renaissance on Grand Street with up and coming trendy restaurants, stylish lounges with live music, clothing stores, multi-service agencies, and over 170 merchants.",12,180
70,"$110,420.00",West Shore,"900 South Avenue, Suite 402",c/o SIEDC,Staten Island,NY,10304,Staten Island,718-477-1400 x812,,www.westshorebid.org,steven@siedc.org,"Properties broadly bounded by Bloomfield Avenue to the north, Arthur Kill to the West, Meredith Woods to the south, and West Shore Expressway to the east.",Bloomfield and Chelsea,2014,"The West Shore Business Improvement District (WS-IBID) will provide much needed services including infrastructure improvements, advocacy, marketing and general assistance to the area.  The ultimate goal of the WS-IBID is to transform the West Shore into a premier industrial corridor for Staten Island and the City.  There are approximately 47 commercial businesses, including 4 retail businesses, in the BID.",15,4
36,"$259,000.00",Jerome-Gun Hill,Mosholu Preservation Corporation,3400 Reservoir Oval East,Bronx,NY,10467,Bronx,7183244946,7183242917,www.jeromegunhillbid.org,jtausig@montefiore.org,East Gun Hill Road from Webster Avenue to Jerome Avenue; Jerome Avenue from Mosholu Parkway to East 212th Street,Northwest section of the Bronx,January 1997,"The Jerome-Gunhill BID is a thriving commercial district with heavy pedestrian traffic and busy stores, and is anchored by Montefiore Medical Center, a world-class teaching hospital and the Children's Hospital at Montefiore. The BID, which serves one of  the most ethnically diverse populations in the City, is home to over 200 businesses ranging from small mom and pop operations to 40 local and national chains. Within the BID a consumer can shop for groceries, apparel, house wares, and convenience items, do their banking, eat out or receive some of the world's best medical care.",24,223
54,"$200,000.00",Flatbush-Nostrand Junction,c/o Brooklyn College,"2900 Bedford Avenue,1407 Boylan Hall",Brooklyn,NY,11210,Brooklyn,7189515000,7182220781,www.flatbushjunctionbid.com,kmbonu@flatbushjunctionbid.com,"Area generally bounded by Flatbush Avenue  on the northeast, Campus Road on the south and Bedford Avenue and Kenelworth Place on west",Flatbush,May 2006,"The Flatbush-Nostrand Junction is one of Brooklyn's primary commercial areas outside of downtown. It is an important hub of education, commerce, transportation, and entertainment.  It is the primary shopping area for thousands of area residents, and an important subway/bus transfer point. The Junction area also serves thousands of Brooklyn College students, faculty, and staff.",25,185
14,"$314,520.00",Flatbush Avenue,Flatbush Avenue BID,"2244 Church Ave., 4th Floor",Brooklyn,NY,11226,Brooklyn,718-282-2500,7182826490,www.flatbushavebid.com,FlatbushAveBID1@gmail.com,Flatbush Avenue from Parkside Avenue to Cortelyou Road,Flatbush,July 1988,"Flatbush Avenue is one of Brooklyn's foremost shopping avenues offering customers a wide variety of retail and commercial outlets.   Shoppers by the thousands visit the BID area weekly. Customers to the Avenue have a variety of shops to choose from.  National chains, 'Mom & Pop' retailers, restaurants, and fast-food establishments offer something for everyone.  The BID is also the home to the Flatbush/Caton Cooperative Market which houses nearly 60 merchants many of whom are from Africa, the Caribbean, and Haiti.",22,250
11,"$188,500.00",Church Avenue,Church Avenue BID,"2244 Church Ave., 4th Floor",Brooklyn,NY,11226,Brooklyn,718-282-2500,7182828329,www.churchavenue.org,laurenc@churchavenue.org,Church Avenue from Flatbush Avenue to Coney Island Avenue,Flatbush,January 1987,"The Church Avenue Business Improvement District is thirteen blocks long and houses approximately 165 merchants. The area includes restaurants and beauty salons plus clothing and apparel stores.    Church Avenue's historic streets, which are bordered by Victorian mansions in Flatbush Brooklyn, is the main shopping district for local residents and visitors to the area.",12,165
50,"$800,000.00",Long Island City Partnership,One MetLife Plaza,"27-01 Queens Plaza North, 9th Floor",Long Island City,NY,11101,Queens,7187865300,7189371799,www.licpartnership.org,elusskin@licpartnership.org,Jackson Avenue from 51st Avenue to Queens Plaza; Queens Plaza from Jackson Avenue to 21st Street; Vernon Blvd from 51st Street to 44th Drive; 44th Drive to 10th Street to Jackson Avenue,Long Island City,July 2005,"The Gateway to Queens, Long Island City is the westernmost part of Queens, just a few minutes across the East River from midtown Manhattan. Its close proximity to midtown, and its ample transportation connections, has made it an increasingly attractive location for all types of businesses. The Queensboro Bridge splits the main street (Queens Plaza).  Bounded by Silvercup Studios on one side and the 50-story Citibank building on the other, the target area hosts an eclectic number of retail stores and service providers.",22,48
31,"$110,000.00",White Plains Road,2300 Olinvillle Ave,Apt. #20F,Bronx,NY,10467,Bronx,7188813086,7188813086,www.pelhamparkway.com,jatwhiteplainsroadbid@aol.com,White Plains Road from Pelham Parkway South to Brady Avenue,Pelham Parkway,October 1994,"Within walking distance of the Bronx Zoo, Botanical Gardens, Albert Einstein Collage of Medicine and Montefiore Medical Center the White Plains road BID is a 4 block commercial area in Pelham Parkway. The shopping district is home to a rich abundance of business establishments, including clothing and jewelry boutiques, restaurants, salons, florists and food shopsall with an emphasis on old-fashioned service. The broad variety of merchandise and really low prices attract customers from throughout the city and suburbs.",7,88
3,"$917,500.00",Jamaica Center,90-50 Parsons Blvd.,Suite 402,Jamaica,NY,11432,Queens,7185262422,7185260215,www.jamaicacenter.org,,Jamaica Avenue from 169th Street to Sutphin Boulevard; Union Hall Street from Jamaica Avenue to Archer Avenue,Downtown Jamaica,July 1979,"Jamaica Center, Queens embodies the rich and vibrant diversity of New York City. A dynamic, bustling business district, Jamaica Center attracts hundreds of thousands of residents, workers, students, and visitors every day. Jamaica is the lifeline of Queens. With burgeoning arts and cultural centers, a major transportation hub, a concentration of government offices, an abundance of educational institutions, and a thriving retail corridor-- Jamaica center is truly a full-service downtown. At its heart is Jamaica Avenue, Jamaica Center's core shopping district and home to a wide variety of arts and cultural organizations, historical sites, and stunning architecture. A destination for shoppers, Jamaica Avenue is one of New York's busiest shopping streets. With 30 stores, the district abounds with a mix of national retailers, regional chains and locally-owned, independent businesses offering a large variety of affordable apparel, housewares, furniture, jewelry and electronics. The Jamaica C",30,302
59,"$190,000.00",Southern Boulevard,1029 East 163rd Street,Suite 201,Bronx,NY,10459,Bronx,,3475842068,http://southernblvdbid.com/,marqpayne@gmail.com,Southern Boulevard from 163rd Street to 167th Street; Westchester Avenue from Fox Street to Hoe Avenue,Hunts Point,December 2007,"With over 100 stores and businesses to choose from the Southern Boulevard Business Improvement District is the perfect place to find anything from food to fashion, electronic appliances to easy-listening music. Easily accessible by public transportation or via our Online Shopping Mall, SOBOBID makes shopping fun and convenient.",10,150
37,"$540,000.00",NoHo NY,636 Broadway,Suite 708,New York,NY,10012,Manhattan,2126774579,2126773432,www.noho.bid,info@noho.bid,"Area generally bounded by Astor Place on the north, Lafayette Street on the east, Houston Street on the south and Mercer Street on the west",East Village,January 1997,"The NoHo neighborhood is one-of-a-kind. Nestled between the West and East Villages, SoHo and Union Square, it is the center of lower Manhattan. Its history, diversity, and vibrancy are attention-getting to anyone that comes to visit. The beauty of our architecture is a constant source of enjoyment for shoppers, business professionals and residents alike. Within its nineteen blocks are New York University, the Joseph Papp Public Theater, the National Audubon Society, and the Hebrew Union College. NoHo is also home to a diversity of businesses that cater to a variety of interests. With large international retailers, small boutiques, renowned restaurants, low-key cafes, off-Broadway theater and opera, NoHo really has something for everyone.",54,135
62,"$400,000.00",Fulton Area Business (FAB) Alliance,1047a Fulton Street,,Brooklyn,NY,11238,Brooklyn,7189283322,7187833061,www.faballiance.org,pkellogg@faballiance.org,"Fulton Street, from Rockwell Place to Classon Avenue",Fort Greene/Clinton Hill,December 2008,"The Brooklyn neighborhoods of Fort Greene Clinton Hill are home to tree-lined streets, community gardens, world-famous cultural institutions, parks, and a wonderfully diverse array of restaurants, shops, professional businesses, houses of worship and  what we value most  neighbors. Fulton Street runs through the heart of these two neighborhoods, providing approximately 200 businesses for area residents. All a brief stroll from home and easily accessible by multiple subway and bus lines. The Fulton Area Business (FAB) Alliance BID encompasses Fulton Street from Rockwell Place to Classon Avenue plus parts of Lafayette, Greene and Putnam Avenues.",37,207
7,"$150,000.00",North Flatbush,282 Flatbush Avenue,2nd Floor,Brooklyn,NY,11217,Brooklyn,7187831685,,www.northflatbushbid.nyc,info@northflatbushbid.nyc,Flatbush Avenue from Atlantic Avenue to Grand Army Plaza,Prospect Heights/Park Slope,January 1986,"The district is located in the heart of Brooklyn and is surrounded by history and some of Brooklyns oldest institutions such as the Brooklyn Academy of Music, the Brooklyn Museum and Williamsburg Savings Bank Tower.  Over 170 merchants call North Flatbush Avenue their home with a vibrant mix of national/regional chains together with many locally owned businesses.  With neighborhoods such as Park Slope to the west and Prospect Heights to the east, North Flatbush Avenue's fine mix of small to mid-size businesses is attractive to its residential neighbors.",24,157
64,"$675,000.00",Bed-Stuy Gateway,c/o Bedford Stuyvesant Restoration Corporation,1368 Fulton St,Brooklyn,NY,11216,Brooklyn,7186366905,7188575984,www.bedstuybid.org,medina@thebedstuybid.org,"Fulton Street, from Classon to Troy avenues and on Nostrand Avenue, from Halsey Street to Atlantic Avenue",Bedford Stuyvesant,March 2009,The Bed-Stuy Gateway BID covers a bustling business district centered on the Brooklyn intersection of Fulton Street and Nostrand Avenue - a multi-modal transit hub that experiences some of the borough's heaviest pedestrian traffic.,28,322
73,"$500,000.00",Greater JFK,,,,,,Queens,,,www.jfkibid.org,scott@gatewayjfk.org,"Rockaway Boulevard to the north, Nassau Expressway to the south, Federal Aviation Administration office building to the west",Springfield Gardens,2016,,,0
48,"$165,000.00",Forest Avenue,705 Forest Avenue,"2 Floor, Rear",Staten Island,NY,10310,Staten Island,7188164775,7188167234,www.forestavenuebid.com,lcauldwell@siboc.org,Forest Avenue from Hart Boulevard to Broadway,West Brighton,June 2005,"Located in the West Brighton section on Staten Island's North Shore, Forest Avenue is host to a wide variety of restaurants and neighborhood amenities which service this community.  101 businesses thrive in this mile-long stretch.  This is the first BID on Staten Island.",23,120
74,$0.00,New Dorp,900 South Avenue,Ste. 402,Staten Island,NY,10314,Staten Island,718-477-1400,,,niles@siedc.org,New Dorp Lane from Richmond Road to Hylan Boulevard; New Dorp Plaza from Steele Avenue and Jacques Avenue to Ross Avenue,"New Dorp Town, Mid-Island",April 2017,,,
27,"$8,800,000.00",Garment District Alliance,209 West 38th Street,2nd Floor,New York,NY,10018,Manhattan,2127649600,2127649697,www.garmentdistrictnyc.com,bblair@garmentdistrictnyc.com,"Area generally bounded by Fifth Avenue on the east, Ninth Avenue on the west, 41st Street on the north, and 35th Street on the south",Midtown,October 1993,"The Garment District, located in the heart of midtown Manhattan, is not only the world's capital for fashion, but it is also a creative capital, home to off-Broadway theatres, art galleries and the studios of hundreds of working artists. The centralized location of this authentic New York neighborhood attracts a diversity of businesses, from large corporate headquarters to entrepreneurial small businesses.  In fact, over 80,000 people work in the over 5,000 businesses located in the area.",95,500
75,$0.00,Morris Park,,,New York,NY,,Bronx,,,,morrisparkbid@gmail.com,Morris Park Avenue from Williamsbridge Road to Unionport Road,Morris Park,January 2018,,,0
56,"$907,000.00",Court-Livingston-Schermerhorn,c/o Downtown Brooklyn Partnership,"1 MetroTech Center North, Suite 1003",Brooklyn,NY,11201,Brooklyn,7184031600,7184031650,www.downtownbrooklyn.com/about/court-livingston-schermerhorn-bid,rmyer@downtownbrooklyn.com,"Area generally bounded by Court Street on the west, Flatbush Avenue on the east, Atlantic Avenue and Schermerhorn Street on the south,  Joralemon Street and Livingston Street on the north",Downtown Brooklyn,June 2007,"The area is a mixed-use neighborhood in the heart of Downtown Brooklyn, with about 200 properties, most are partially or wholly commercial with ground-floor retail use. There are approximately 30 national and regional retail-chain stores including Barnes & Nobel, Sleepy's, Quizo's, Kentucky Fried Chicken, McDonald's, United Artists Multiplex, American Apparel, and 99 cents Store. Several banks operate or have branches in the area including Chase, Banco Popular, and Community Capital.",68,194
1,"$2,004,500.00",Fulton Mall Improvement Association,c/o Downtown Brooklyn Partnership,"1 MetroTech Center North, Suite 1003",Brooklyn,NY,11201,Brooklyn,7184031600,7184031650,www.downtownbrooklyn.com/about/fulton-mall-improvement-association,rmyer@downtownbrooklyn.com,Fulton Street from Adams Street to Flatbush Avenue; DeKalb Avenue from Fulton Street to Flatbush Avenue,Downtown Brooklyn,June 1976,"Fulton Street Mall is considered one of the most successful shopping districts in the New York City metropolitan area, attracting 100,000 shoppers a day. Within this 17 block district are numerous retailers, including Macy's, Modell's, Conway, Cookie's, Jimmy Jazz and Zales, as well as independent shops like Heart & Sole and Mirage Boutique.",17,150
22,"$3,827,675.00",MetroTech,"1 MetroTech Center North, Suite 1003",,Brooklyn,NY,11201-3858,Brooklyn,7184031600,7184031650,www.downtownbrooklyn.com/about/metrotech-bid,rmyer@downtownbrooklyn.com,"Area generally bounded by Adams Street to the west, Tillary Street to the north, Flatbush Avenue Extension to the east, Fulton Mall to the south",Downtown Brooklyn,January 1992,"Located in the heart of 'America's Fourth Largest City', the MetroTech BID comprises some 25 whole blocks, or approximately 60 acres, including the 3.3 acre park at its center, the MetroTech Commons.  Over 150 stores, restaurants and service establishments form the retail sector of the BID  provides services to business people, students, area residents and visitors in this vibrant area.",95,134
